id,text,label
523,pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy,1
524,nigga i didnt have no changeyall some hoes for tryna shoot know yall cant shoot,1
525,of a citizen i said it for you maria you spic,2
526,at least he went up and wasnt a bitch,1
527,damn you bitch you never answer me anymore lmao jk ily anyway glad of your first show be safe when going to the next one,1
528,younow is a fucking bitch shit load of hate on there when i did my first broadcast,1
529,these new nigga hipster hypebeasts love all these faggot ass bright colors and nike keeps giving them what they want smh,0
530,hoes not women like to be the center of attention,1
531,take your queer ass dubstep out of here,0
532,we had a pacer in the s  i member loving when hair of the dog came on the quadraphonic stereo so i could say bitchlol,1
533,the kikes want to charge you  dollaz for the complete version,2
534,waitwaitwait the new one or the epson of a bitch lucky,1
535,huhlast  gamestampa balt yanks and they lost their best pitcher please explain your logic,2
536,pussies,1
537,tx trash you know trouble w aca is in gop gov states but like   you report lies anyway,2
538,press start bitch,1
539,you da realest bitch out here amber,1
540,sockin bitches in they mouf,1
541,my bad bitch im logged in on everybody shit,1
542,wussup bitch,1
543,bitch u,1
544,wussup bitch,1
545,i cant bitch,1
546,pop wop and drop it tho,2
547,we in this bitch finna get crunk eyebrows on double papp,1
548,you dont know what i know name somebody colder you monkey faced immigrant,2
549,a young nigga turned into mr catchmeifyoucanim in da field my nig,1
550,he a real nigga tho that bitch know her place,1
551,weeknd make muzik for the hoes b im tryna meet these women he be talkin bout,1
552,bitch im not coming no more you said your making plans,1
553,bitch ion got no attitude  sorry hoe im shaded rn,1
554,bitch you not either bye,1
555,oh bitch but you couldnt answer mine when i needed a paccage delivered to your house  so fucc off,1
556,its almost ya fucking birthday so act right niglet,1
557,pussy,1
558,your gay stfu dumb monkey,1
559,hi charlie,2
560,hi charlie have a great day,2
561,homeee fag,1
562,if mccoy wasnt trash thats a td,2
563,fucc droppin songs when yu gon drop a mixtape nicca,1
564,damn thot i blocked ur fuzzy butt have now,1
565,chink thats better then having the rug rats running around yah crib girl enjoy life lol,2
566,ok you billy goat hair hillbilly,2
567,pussy ass nigga,1
568,you dont know what your talking about retarded faggot,0
569,so i guess that makes us blacks double niggers huh,0
570,cmon pussy,1
571,someone sent this to me months ago bitch,1
572,lmaooo coley just whammmmed him add this to it swervee bitch,1
573,bitch dats yo sahara desert ass,1
574,bitch kill yo self,1
575,bitch watch tf out u on moose meat now,1
576,my bad bitch ayeee,1
577,i thought youd get the hint that we know youre a fake cunt and delete your fake account,1
578,i run cp in our community local cops treat ppl like trash for that i hate it makes ppl think its a waste,2
579,you a bitch dennis,1
580,see thats all gill and green bitch ass they didnt help me get my schools either yall still in the tournament,1
581,i guess that dumb bitch but we all need to drink some time my place an fuck someone up haha,1
582,its idiotic opinions like this that make polls less than trash polls werent a problem when people with integrity were voting,2
583,get on cunt,1
584,no i wuz just making a general statement ive never called u a bitch,1
585,available online soon i didnt have enough to get it after my anathema merch its a cracker i need it can u,1
586,ya but you cant because its a real account dumb bitch i go to wams fucking bitch,1
587,dude i was pissed but then looking at it i fucking died at least im the most yoked ape,1
588,no problem remembering all those quirks can be a real bitch,1
589,i was lucky to be sensible and ive never had a fag or a drug im pleased about that statistic yes i have a beer but thats all,1
590,that ugly ass picture and thanks bitch,1
591,i couldnt care less about these bitches,1
592,id hate feeling like a faggot too punk ass hoe,0
593,im coming bitches,1
594,rt  mcrib buns contain a chemical azodicarbonamide which is also used to make yoga mats  soles of shoes,2
595,fags,1
596,ur moms pussy died a slow death so well have good company,1
597,purple  pinkfor the faggots who want to be protectedby the police instead of bearing arms if need be,0
598,lol that nigga a real retard,1
599,did you smile like a retard when you were a kid it took me till like th grade before i learned how to naturally smile,1
600,hoe hoe hoe merry christmas,1
601,god awful and that dude is dorian  eggplant black,2
602,yasss bitch yassss you deserve it drake voice,1
603,ha booner has that twitter  ha,2
604,you wouldnt know fag,1
605,yall gots betta machinery fo dat hanger be ghetto,2
606,u both sorry to give racist  a platform w his trash language dana ur intvw was below kindergarten level,2
607,wassup pussy,1
608,lmfao putting on for twitter i see fat bitch,1
609,what are you doing tonight pussy,1
610,thank you for the lyrics these bitches so gullible an sleep on your music they just be like aw u so sweet let me suck ur dick,1
611,yasssss bitch yasssss,1
612,slide up on a bad bitchdat bitch look good,1
613,should be lol lil bitch,1
614,should be going to free birds anyways,2
615,text me we dont noisy hoes watching,1
616,i wouldnt share a wave with those trash cans,2
617,lol yeah bro good choice but bitches do love foreign whips so its a personal decision,1
618,movies dont matter as long as you do coon shit with coons youre a nigga,1
619,bra im bout to blaze this bitch,1
620,bitch,1
621,anyone bring in a monkey,2
622,aww man we had a ball small lil affair set that bitch out,1
623,bitch i work  hours a day to protect your freedom fuck you,1
624,really thats why we got side hoes,1
625,aoas you write back bitch lol,1
626,khaye i cant see your freakin emojis im a basic bitch today,1
627,nice account faggot,0
628,pussy,1
629,im destroying this bitch dawg,1
630,boy i had no idea that was coming its called a smartphone youre horrible at trash talk,2
631,bitch stop hatin cause they aint make em in toddler size you should be happy they make em in gs now,1
632,ew queer white thirsty bitch,1
633,dont be a bitch man up lol,1
634,lmsoooo dawg i aint got no bitches mane i low key got a chick but i cant say it on twitter you know how these wolves is,1
635,i seen sum of it but im tryin see lox n mook,2
636,ahh i see im still a rook about the knowledge of the hoe but im progressing,1
637,leave you beaner retard,1
638,i was bout to smack a bitch,1
639,yeah its fuck that jigsawfaced bitch everyday b,1
640,just said uswas full of nicegivingsmart ppli thought we were meanunexceptionalbitter clingers,1
641,and a prime leija would trash most of these  dudes today,2
642,we dont love this hoes,1
643,granted cracker isnt that bad because when you say that to a white person your saying their one of the slave,1
644,xavier you bitch,1
645,neither does your fucking cat pussy,1
646,man get yo bitch ass out my mf mentions man with all tht bs u trippin,1
647,bitch fck all lay wat you wanna do,1
648,come so you can record him saying hes my bitch,1
649,the coon n coon wanna b got what they should have except should have been more time in jail,1
650,y dont both of those fat bitches die,1
651,get it bc you called yourself a tool i called you a hoe bc hoes are tools hahahaha im so funny,1
652,im on that straight cali kush bitch dont kill my vibe,1
653,bitch i got plans to fuck tonight i said friday nigga,1
654,bitch i make the plans not you pussy fart im in charge follow me or deny me im doin friday and were fighting,1
655,haha ight nig calm yoself,1
656,this friday at the c burg mall you gettin whipped like the bitches i fuck,1
657,yeah so quit being a bitch and edit,1
658,i never really rocked with the white sole i feel ya bro but these my favorite foam of all time,2
659,can i bitch about not having smoke,1
660,bitch u perfect,1
661,sal tryin  pull a k ferderlinelazy ass son of a bitch,1
662,and plus its trash talk you should know that especially with ole miss,2
663,nd and last time ill ever call you that faggot,0
664,so can we just let this faggot in already before he cries himself to sleep,0
665,wtf hoe answer my question,1
666,those god damn chinks,1
667,word school flow on a dumb hoe,1
668,lmao hell yea i love thick bitches  thick bitches love fat niggas,1
669,well he canonically plays the troll equivalent of pokemon throws the new fairy type at him,2
670,amen on this tweet  mm rockets from victor charlie leave a lasting impression,2
671,dammit now im the only one with a fucked up tranny,1
672,ok wat ever u say whitey u prolly never even seen shaft,2
673,ya i know all the slang im racist i h porch monkies,2
674,if the faggots can have a page y cant theyfaggots offend me more than them,0
675,i was nice to the dumb bitch then she puts her nose all up in my business eat shit white trash hoe,1
676,finger my pussy slowly with circular motion,1
677,hells yeah fuckin sick ass bitch,1
678,i dont fight or want to fight bitches who dont know who the fuck i am fuck i look like doing that nigga please,1
679,bitch bought her son some talking bout i had to get em before they sold out,1
680,can you speak one coherent sentence without sounding like a nig seriously,1
681,you do realize ya pussy stank right,1
682,ahhh stupid bitch,1
683,ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat,1
684,awe boy you smell like monkey sex,2
685,they call me yellow bone,2
686,them bitches be smackin,1
687,eyy that pushin one for me bro cause you know that bitch better blow hah,1
